time, angle
9.487, 1.398008730847458
9.497, 1.3613568165555772
9.507, 1.319468914507713
9.517, 1.2775810124598492
9.527, 1.2304571226560024
9.537, 1.1780972450961724
9.547, 1.1205013797803596
9.558, 1.0576695267085636
9.568, 0.9948376736367678
9.578, 0.932005820564972
9.588, 0.8587019919812101
9.598, 0.7853981633974483
9.608, 0.7173303225696694
9.618, 0.6387905062299246
9.628, 0.5602506898901798
9.638, 0.47647488579445196
9.648, 0.4031710572106901
9.658, 0.3141592653589793
9.668, 0.2303834612632515
9.678, 0.1466076571675237
9.688, 0.06806784082777885
9.698, -0.020943951023931956
9.708, -0.10471975511965977
9.718, -0.19373154697137057
9.728, -0.26703537555513246
9.738, -0.3560471674068432
9.748, -0.4398229715025711
9.758, -0.5183627878423159
9.768, -0.5969026041820606
9.778, -0.6702064327658226
9.788, -0.7435102613495843
9.798, -0.8168140899333463
9.808, -0.8848819307611251
9.818, -0.947713783832921
9.828, -1.0105456369047168
9.838, -1.0733774899765127
9.848, -1.1309733552923256
9.858, -1.1780972450961724
9.868, -1.2252211349000193
9.878, -1.2723450247038663
9.888, -1.31423292675173
9.899, -1.356120828799594
9.909, -1.392772743091475
9.919, -1.424188669627373
9.929, -1.4503686084072878
9.939, -1.4713125594312197
9.949, -1.4922565104551517
9.959, -1.5079644737231006
9.969, -1.5184364492350666
9.979, -1.5289084247470328
9.989, -1.5341444125030157
9.999, -1.5341444125030157
10.009, -1.5341444125030157
10.019, -1.5341444125030157
10.029, -1.5236724369910497
10.039, -1.5079644737231006
10.049, -1.4870205226991686
10.059, -1.4660765716752369
10.07, -1.4398966328953218
10.08, -1.4084807063594238
10.09, -1.377064779823526
10.1, -1.3404128655316452
10.11, -1.2985249634837812
10.12, -1.2566370614359172
10.13, -1.2095131716320704
10.14, -1.1571532940722404
10.15, -1.1047934165124107
10.16, -1.0524335389525807
10.17, -0.9896016858807848
10.18, -0.926769832808989
10.19, -0.8587019919812101
10.2, -0.7958701389094143
10.21, -0.7225663103256524
10.22, -0.6440264939859075
10.23, -0.5707226654021458
10.24, -0.4974188368183839
10.25, -0.41364303272265607
10.26, -0.32986722862692824
10.27, -0.24609142453120048
10.28, -0.15707963267948966
10.29, -0.08377580409572782
10.3, 0.005235987755982989
10.31, 0.09424777960769379
10.32, 0.1780235837034216
10.33, 0.2565634000431664
10.34, 0.3403392041388943
10.35, 0.4241150082346221
10.36, 0.5078908123303498
10.37, 0.5811946409141118
10.38, 0.6597344572538565
10.39, 0.7382742735936013
10.4, 0.8115781021773633
10.411, 0.8796459430051422
10.421, 0.947713783832921
10.431, 1.0105456369047168
10.441, 1.0733774899765127
10.451, 1.1309733552923256
10.461, 1.1780972450961724
10.471, 1.2304571226560024
10.481, 1.2775810124598492
10.491, 1.319468914507713
10.501, 1.356120828799594
10.511, 1.3875367553354918
10.521, 1.424188669627373
10.531, 1.4503686084072878
10.541, 1.4713125594312197
10.551, 1.4922565104551517
10.561, 1.5079644737231006
10.571, 1.5236724369910497
10.582, 1.5341444125030157
10.592, 1.5341444125030157
10.602, 1.5393804002589986
10.612, 1.5393804002589986
10.622, 1.5341444125030157
10.632, 1.5236724369910497
10.642, 1.5079644737231006
10.652, 1.4870205226991686
10.662, 1.4660765716752369
10.672, 1.4451326206513049
10.682, 1.413716694115407
10.692, 1.377064779823526
10.702, 1.3404128655316452
10.712, 1.303760951239764
10.722, 1.2566370614359172
10.732, 1.2095131716320704
10.742, 1.1571532940722404
10.752, 1.1100294042683936
10.762, 1.0524335389525807
10.772, 0.9896016858807848
10.782, 0.921533845053006
10.792, 0.8534660042252271
10.802, 0.7906341511534312
10.812, 0.7173303225696694
10.822, 0.6387905062299246
10.832, 0.5602506898901798
10.842, 0.48694686130641796
10.852, 0.4031710572106901
10.862, 0.3193952531149623
10.872, 0.23561944901923448
10.882, 0.15707963267948966
10.892, 0.07330382858376185
10.902, -0.015707963267948967
10.912, -0.09948376736367678
10.923, -0.18849555921538758
10.933, -0.2722713633111154
10.943, -0.3560471674068432
10.953, -0.4398229715025711
10.963, -0.5183627878423159
10.973, -0.5916666164260777
10.983, -0.6649704450098396
10.993, -0.7382742735936013
11.003, -0.8115781021773633
11.013, -0.8744099552491591
11.023, -0.9372418083209549
11.033, -1.0000736613927508
11.043, -1.0576695267085636
11.053, -1.1100294042683936
11.063, -1.1623892818282235
11.073, -1.2095131716320704
11.083, -1.2566370614359172
11.094, -1.2985249634837812
11.104, -1.3404128655316452
11.114, -1.371828792067543
11.124, -1.403244718603441
11.134, -1.429424657383356
11.144, -1.4503686084072878
11.154, -1.4713125594312197
11.164, -1.4870205226991686
11.174, -1.4974924982111348
11.184, -1.5079644737231006
11.194, -1.5079644737231006
11.204, -1.5132004614790837
11.214, -1.5132004614790837
11.224, -1.5027284859671177
11.234, -1.4922565104551517
11.244, -1.4817845349431857
11.254, -1.460840583919254
11.264, -1.4398966328953218
11.274, -1.413716694115407
11.284, -1.382300767579509
11.294, -1.350884841043611
11.304, -1.31423292675173
11.314, -1.2775810124598492
11.324, -1.2304571226560024
11.334, -1.1833332328521553
11.344, -1.1309733552923256
11.354, -1.0838494654884785
11.364, -1.0262536001726656
11.374, -0.9634217471008698
11.384, -0.895353906273091
11.394, -0.8377580409572781
11.404, -0.7644542123735164
11.414, -0.6911503837897545
11.424, -0.6178465552059926
11.435, -0.5393067388662478
