time, angle
33.692, 1.6441001553786583
33.702, 1.6388641676226752
33.712, 1.6283921921107094
33.722, 1.6179202165987434
33.732, 1.6074482410867776
33.742, 1.5917402778188285
33.752, 1.5760323145508797
33.762, 1.5498523757709646
33.772, 1.5236724369910497
33.782, 1.4922565104551517
33.792, 1.4660765716752369
33.802, 1.424188669627373
33.812, 1.3875367553354918
33.822, 1.3404128655316452
33.832, 1.293288975727798
33.842, 1.2461650859239513
33.852, 1.1885692206081384
33.862, 1.1257373675363425
33.872, 1.0629055144645467
33.882, 1.0053096491487339
33.892, 0.9372418083209549
33.902, 0.8639379797371932
33.912, 0.7853981633974483
33.922, 0.7120943348136864
33.932, 0.6335545184739416
33.942, 0.5497787143782138
33.952, 0.466002910282486
33.963, 0.37699111843077515
33.973, 0.2932153143350474
33.983, 0.20420352248333656
33.993, 0.11519173063162574
34.003, 0.02617993877991494
34.013, -0.05759586531581287
34.023, -0.1466076571675237
34.033, -0.23561944901923448
34.043, -0.3193952531149623
34.053, -0.39793506945470714
34.063, -0.48694686130641796
34.073, -0.5707226654021458
34.083, -0.6492624817418906
34.093, -0.7225663103256524
34.103, -0.7958701389094143
34.113, -0.8744099552491591
34.123, -0.9424777960769379
34.134, -1.0105456369047168
34.144, -1.0733774899765127
34.154, -1.1362093430483087
34.164, -1.1938052083641213
34.174, -1.2461650859239513
34.184, -1.288052987971815
34.194, -1.335176877775662
34.204, -1.382300767579509
34.214, -1.4189526818713898
34.224, -1.4503686084072878
34.234, -1.4817845349431857
34.244, -1.5079644737231006
34.254, -1.5341444125030157
34.264, -1.5550883635269477
34.274, -1.5707963267948966
34.284, -1.5812683023068623
34.294, -1.5917402778188285
34.304, -1.5969762655748114
34.314, -1.5969762655748114
34.324, -1.5969762655748114
34.334, -1.5917402778188285
34.344, -1.5812683023068623
34.354, -1.5655603390389137
34.364, -1.5498523757709646
34.374, -1.5289084247470328
34.384, -1.5027284859671177
34.394, -1.4765485471872026
34.404, -1.4398966328953218
34.414, -1.403244718603441
34.424, -1.3613568165555772
34.434, -1.324704902263696
34.444, -1.2775810124598492
34.454, -1.2252211349000193
34.464, -1.1676252695842064
